Program_Name;IFS_4P_Module
IFXPL;Financial_Markets
IFXPO;Financial_Markets
IGFFC;Financial_Markets
IGFRC;Financial_Markets
IGFXC;Financial_Markets
IGIRC;Financial_Markets
IGIRO;Financial_Markets
IGLDC;Financial_Markets
IGLDO;Financial_Markets
IGMI5;Financial_Markets
IGNOR;Core_Banking
IGOPC;Financial_Markets
IGTEC;Financial_Markets
IHMC5;Financial_Markets
IHMCL;Financial_Markets
IHMCS;Financial_Markets
IICFM;Payment_And_Cash_Management
IICSO;Financial_Markets
IIFF1;Financial_Markets
IIFF5;Financial_Markets
IIFFO;Financial_Markets
IIFFS;Financial_Markets
IIFR1;Financial_Markets
IIFR5;Financial_Markets
IIFRA;Financial_Markets
IIFRO;Financial_Markets
IIFXO;Financial_Markets
IIFXS;Financial_Markets
IIFXT;Financial_Markets
IIIR1;Financial_Markets
IIIR5;Financial_Markets
IILDA;Financial_Markets
IILDD;Financial_Markets
IILDM;Financial_Markets
IILDO;Financial_Markets
IINI5;Core_Banking
IINIF;Core_Banking
IINIM;Core_Banking
IINIO;Core_Banking
IINT5;Core_Banking
IINTL;Core_Banking
IINTM;Core_Banking
IINTO;Core_Banking
IIOP1;Financial_Markets
IIOP5;Financial_Markets
IIOPO;Financial_Markets
IIPH5;Financial_Markets
IIPI1;Financial_Markets
IIPI2;Financial_Markets
IIPIO;Financial_Markets
IIRE5;Financial_Markets
IIRGM;Core_Banking
IIRSO;Financial_Markets
IITEC;Financial_Markets
ILACDLYPL;Core_Banking
ILAFFLOADN;Core_Banking
ILAUDFFTTM;Core_Banking
ILAUDIT;Core_Banking
ILAUDITFFT;Core_Banking
ILAUDITLO3;Core_Banking
ILAUDITLON;Core_Banking
ILAUTDCSTA;Core_Banking
ILBGEFOREX;Financial_Markets
ILBGEFRA;Financial_Markets
ILBGEIRCS;Financial_Markets
ILBGEIRF;Financial_Markets
ILBGELOADE;Financial_Markets
ILBGEOPT;Core_Banking
ILBGEVDL;Core_Banking
ILBGEVOL;Core_Banking
ILBOEAGIN2;Core_Banking
ILBOEDEP50;Core_Banking
ILBOEDEP52;Lending
ILCHKDUP1;Lending
ILCNFDCSTB;Payment_And_Cash_Management
ILCNFFRA;Financial_Markets
ILCNFIRS;Financial_Markets
ILCNFLDFX;Financial_Markets
ILCNFMAN;Financial_Markets
ILCNFOPT;Financial_Markets
ILCNFTXT;Financial_Markets
ILCOMPBTS;Financial_Markets
ILCOMWARFR;Financial_Markets
ILCOMWARFX;Financial_Markets
ILCOMWARIR;Financial_Markets
ILCOMWARLD;Financial_Markets
ILCONSELFR;Financial_Markets
ILCONSELFX;Financial_Markets
ILCONSELLD;Financial_Markets
ILCONSELSC;Lending
ILCONSLIRS;Lending
ILCONSLLD2;Financial_Markets
ILCTMFX;Financial_Markets
ILCTMMM;Financial_Markets
ILCTPPHO;Financial_Markets
ILDAO;Financial_Markets
ILDAYMVTFR;Financial_Markets
ILDAYMVTFX;Financial_Markets
ILDAYMVTIR;Financial_Markets
ILDAYMVTLD;Financial_Markets
ILDAYMVTOP;Financial_Markets
ILDCL;Payment_And_Cash_Management
ILDCO;Payment_And_Cash_Management
ILDE5;Payment_And_Cash_Management
ILDEALNUM;Financial_Markets
ILDEALPMAT;Financial_Markets
ILDEALTICK;Financial_Markets
ILDLCTP;Financial_Markets
ILDLLCRED;Financial_Markets
ILDLLCSS12;Lending
ILDLLIOPTS;Lending
ILDLLMIS1;Lending
ILDLLSTPMT;Financial_Markets
ILDLYACCF3;Financial_Markets
ILDLYACCFR;Core_Banking
ILDLYACCFX;Financial_Markets
ILDLYACCIR;Financial_Markets
ILDLYACCL3;Financial_Markets
ILDLYACCLD;Financial_Markets
ILDLYMRGLD;Financial_Markets
ILDLYMVCUS;Financial_Markets
ILDLYVLM2;Financial_Markets
ILDLYVLMRP;Financial_Markets
ILDOCTCOM;Core_Banking
ILDOCTINV;Core_Banking
ILDOCTMAT;Lending
ILDPL;Financial_Markets
ILDPO;Financial_Markets
ILDTL;Financial_Markets
ILEURREP01;Financial_Markets
ILEXPBNK50;Lending
ILEXPCLI50;Lending
ILFOREXIN;Financial_Markets
ILFRAIN;Financial_Markets
ILFRAOUT;Financial_Markets
ILFRDEALTK;Financial_Markets
ILFRRDSTRS;Financial_Markets
ILFRTRANSA;Financial_Markets
ILFWDCONAL;Financial_Markets
ILFWDOUTCU;Financial_Markets
ILFWDOUTVA;Financial_Markets
ILFXBTSTRA;Financial_Markets
ILFXBYCCY;Financial_Markets
ILFXDEALIN;Financial_Markets
ILFXDEALTK;Financial_Markets
ILFXDLTICK;Financial_Markets
ILFXMAS;Financial_Markets
ILFXMTMVAL;Financial_Markets
ILFXTRANSA;Financial_Markets
ILHISFR;Financial_Markets
ILHISFX;Financial_Markets
ILHISLD;Financial_Markets
ILHMC;Financial_Markets
ILINTBASRT;Core_Banking
ILINVFLAT;Financial_Markets
ILINVSEL;Financial_Markets
ILIRFDEATK;Financial_Markets
ILIRFLP;Financial_Markets
ILIRFOP;Financial_Markets
ILIRFPC;Financial_Markets
ILIRFTDY;Financial_Markets
ILIRFTRA;Financial_Markets
ILIRSDEATK;Financial_Markets
ILIRSGFI;Financial_Markets
ILIRSINFO;Financial_Markets
ILIRSTRA;Financial_Markets
ILISIMAUT;Financial_Markets
ILISPIO;Financial_Markets
ILJUSPDACC;Financial_Markets
ILJUSRAEOM;Core_Banking
ILLDBTSTRA;Financial_Markets
ILLDCONAL;Financial_Markets
ILLDDEALIN;Financial_Markets
ILLDICHK;Financial_Markets
ILLDOUTCU;Financial_Markets
ILLDOUTTER;Financial_Markets
ILLDTRANSA;Financial_Markets
ILLISTESP;Financial_Markets
ILLNG;Financial_Markets
ILLONDEPIN;Financial_Markets
ILLSTCOMP;Financial_Markets
ILLSTPAYDL;Financial_Markets
ILLSTWARFR;Financial_Markets
ILLSTWARFX;Financial_Markets
ILLSTWARIR;Financial_Markets
ILLSTWARLD;Financial_Markets
ILMKGDBBMB;Core_Banking
ILMLYMRGLD;Financial_Markets
ILNCUDTPOS;Financial_Markets
ILNCUDTRPO;Financial_Markets
ILNG5;Financial_Markets
ILNGL;Financial_Markets
ILNGS;Financial_Markets
ILNOSDTBND;Financial_Markets
ILNOSDTFUT;Core_Banking
ILNOSDTPO2;Core_Banking
ILNOSDTPOS;Core_Banking
ILNOSDTRPO;Core_Banking
ILNSETFRA;Financial_Markets
ILOPDEATDY;Financial_Markets
ILOPLGRACC;Financial_Markets
ILOPLSTMTH;Financial_Markets
ILOPMATMTH;Financial_Markets
ILOPMTHTOD;Financial_Markets
ILOPTEXPDT;Financial_Markets
ILOUFWCVDE;Financial_Markets
ILOUTCCYPA;Financial_Markets
ILOUTFRASU;Financial_Markets
ILOUTFXEOQ;Financial_Markets
ILOUTINVMA;Financial_Markets
ILOUTINVSU;Financial_Markets
ILOUTIRBKG;Financial_Markets
ILOUTIRS;Financial_Markets
ILOUTMATLD;Financial_Markets
ILOUTOPCTP;Financial_Markets
ILOUTOPTTY;Financial_Markets
ILOUTRR;Financial_Markets
ILPAL;Financial_Markets
ILPAM;Financial_Markets
ILPAO;Financial_Markets
ILPAYINADV;Financial_Markets
ILPMTCHG;Financial_Markets
ILPMTDTEDC;Financial_Markets
ILPOSIRS;Financial_Markets
ILPRCNFNP;Financial_Markets
ILPRCNFSTA;Financial_Markets
ILPRINTCNF;Financial_Markets
ILPRPMTNOS;Financial_Markets
ILPRPMTSTA;Financial_Markets
ILPYISTINT;Financial_Markets
ILRCCNF;Financial_Markets
ILRESIRS;Financial_Markets
ILSELCONOP;Financial_Markets
ILSETFRA;Financial_Markets
ILSHNABSNT;Financial_Markets
ILSIMPMEM;Lending
ILSIMPREP;Lending
ILSPFWISO;Financial_Markets
ILSPFWOUT;Financial_Markets
ILSPOTFLAT;Financial_Markets
ILSTMBAL;Financial_Markets
ILSTMDEP;Financial_Markets
ILSTMSUM;Financial_Markets
ILSTMTRG;Financial_Markets
ILSTPMTINS;Financial_Markets
ILSUMCUS;Financial_Markets
ILSUMMVTFR;Financial_Markets
ILSUMMVTFX;Financial_Markets
ILSUMMVTIR;Financial_Markets
ILSUMMVTLD;Financial_Markets
ILTKOIFFDO;Financial_Markets
ILTRSDEAL;Financial_Markets
ILWARDTEDC;Financial_Markets
ILWAROPTEX;Financial_Markets
ILXDWAR;Financial_Markets
IMAGC;Core_Banking
IMAGO;Core_Banking
IMBI5;Core_Banking
IMBT5;Core_Banking
IMCO5;Financial_Markets
IMFC5;Financial_Markets
IMFR5;Financial_Markets
IMFT5;Financial_Markets
IMFX5;Financial_Markets
IMIF5;Financial_Markets
IMIR5;Financial_Markets
IMLD5;Financial_Markets
IMLN1;Payment_And_Cash_Management
IMMLC;Payment_And_Cash_Management
IMOP5;Financial_Markets
IMSP5;Financial_Markets
IMSPD;Financial_Markets
IMSPM;Financial_Markets
INETL;Financial_Markets
INETM;Financial_Markets
INETO;Financial_Markets
INOSL;Financial_Markets
INOSM;Core_Banking
INOSO;Core_Banking
INQUS;Core_Banking
INVMO;Core_Banking
IOASO;Financial_Markets
IODU5;Financial_Markets
IODUL;Financial_Markets
IODUS;Financial_Markets
IOFF5;Financial_Markets
IOFFC;Financial_Markets
IOPCL;Financial_Markets
IOPCO;Financial_Markets
IOPE5;Financial_Markets
IOPEC;Financial_Markets
IOPPL;Financial_Markets
IOPPO;Financial_Markets
IOPT1;Financial_Markets
IOPTC;Financial_Markets
IOPTL;Financial_Markets
IOPTS;Financial_Markets
IOSTM;Payment_And_Cash_Management
IPAPC;Financial_Markets
IPASC;Financial_Markets
IPCOM;Financial_Markets
IPFXC;Financial_Markets
IPIBO;Financial_Markets
IPII5;Financial_Markets
IPIIF;Financial_Markets
IPIIO;Financial_Markets
IPMTL;Financial_Markets
IPMTM;Financial_Markets
IPMTO;Financial_Markets
IPOCC;Financial_Markets
IPRO4;Financial_Markets
IPTDC;Financial_Markets
IPTI1;Financial_Markets
IPTI2;Financial_Markets
IPTI5;Financial_Markets
IPTIC;Financial_Markets
IPTIL;Financial_Markets
IPTIO;Financial_Markets
IPWDL;Financial_Markets
IPWDM;Core_Banking
IPWDO;Core_Banking
IRCL1;Core_Banking
IRCL3;Core_Banking
IRCL5;Financial_Markets
IRCPC;Financial_Markets
IRCV1;Financial_Markets
IRCVO;Financial_Markets
IRFR5;Financial_Markets
IRFRL;Financial_Markets
IRFRM;Financial_Markets
IRFRO;Financial_Markets
IRS1A;Financial_Markets
IRS2A;Financial_Markets
IRSAO;Financial_Markets
IRSCL;Financial_Markets
IRSCO;Financial_Markets
IRSLQ;Financial_Markets
IRSPL;Financial_Markets
IRSPO;Financial_Markets
IRSSC;Financial_Markets
IRSTM;Financial_Markets
IRSTR;Financial_Markets
IRSWL;Financial_Markets
ISAVO;Core_Banking
ISBD1;Core_Banking
ISCO1;Financial_Markets
ISFR1;Financial_Markets
ISFRC;Financial_Markets
ISFX1;Financial_Markets
ISFX2;Financial_Markets
ISIF1;Financial_Markets
ISIF5;Financial_Markets
ISIFO;Financial_Markets
ISIM4;Lending
ISIM5;Lending
ISIM6;Lending
ISIMC;Lending
ISIML;Lending
ISIMO;Lending
ISIMS;Lending
ISIR1;Financial_Markets
ISLD1;Financial_Markets
ISOS1;Financial_Markets
ISOS2;Financial_Markets
ISOS3;Financial_Markets
ISOS4;Financial_Markets
ISPIL;Financial_Markets
ISPIO;Financial_Markets
ISSLC;Financial_Markets
ISSTI;Payment_And_Cash_Management
ISTAC;Financial_Markets
ISTL4;Financial_Markets
ISTL5;Financial_Markets
ISTLO;Payment_And_Cash_Management
ISTM1;Payment_And_Cash_Management
ISTM4;Payment_And_Cash_Management
ISTM5;Payment_And_Cash_Management
ISTMC;Payment_And_Cash_Management
ISTMO;Payment_And_Cash_Management
ISTMT;Payment_And_Cash_Management
ISTMZ;Payment_And_Cash_Management
ISTPM;Payment_And_Cash_Management
ISWCO;Core_Banking
ISWCS;Core_Banking
ITCFO;Payment_And_Cash_Management
ITEC5;Payment_And_Cash_Management
ITECO;Core_Banking
ITECX;Financial_Markets
ITIRO;Financial_Markets
ITITL;Lending
ITITO;Core_Banking
ITLDO;Financial_Markets
ITOL5;Financial_Markets
ITOLL;Core_Banking
ITOLM;Payment_And_Cash_Management
ITOLO;Payment_And_Cash_Management
ITXT5;Payment_And_Cash_Management
ITXTM;Core_Banking
ITXTO;Core_Banking
IUAUDTBL;Core_Banking
IUAUDTBLES;Core_Banking
IUAUTOSCAN;Core_Banking
IUBOEB7SEL;Core_Banking
IUCHGCTP;Core_Banking
IUCHGPFTL3;Core_Banking
IUCHKCNF;Financial_Markets
IUCHKSTM;Payment_And_Cash_Management
IUCHSCNF;Financial_Markets
IUCLNCNF;Financial_Markets
IUCLNINT;Financial_Markets
IUCLNSTM;Financial_Markets
IUCLNTBL;Core_Banking
IUCLNTBLES;Core_Banking
IUCLNUPBD;Core_Banking
IUCLRATE;Core_Banking
IUCNF;Payment_And_Cash_Management
IUCNF2;Payment_And_Cash_Management
IUCNVNOSRE;Payment_And_Cash_Management
IUCPRDBKG;Payment_And_Cash_Management
IUCRECNF;Financial_Markets
IUCRSWPM2;Financial_Markets
IUCUTOFTIM;Financial_Markets
IUDELCON;Financial_Markets
IUDELILDAO;Core_Banking
IUDELISIMO;Lending
IUDLYABFRA;Financial_Markets
IUDLYABIRF;Financial_Markets
IUDLYABIRS;Financial_Markets
IUDLYABOPT;Financial_Markets
IUDLYACCAB;Financial_Markets
IUERRIPU;Financial_Markets
IUEXPSSI;Financial_Markets
IUFDSIMP;Financial_Markets
IUFDSIMPOS;Financial_Markets
IUFDSIMPRO;Financial_Markets
IUFILIBTF5;Financial_Markets
IUFILIBTI5;Financial_Markets
IUFILIIPH5;Financial_Markets
IUFILIMFX5;Financial_Markets
IUFILIMLD5;Financial_Markets
IUFILLSAV1;Financial_Markets
IUFILLSAV4;Financial_Markets
IUFILLSAVO;Financial_Markets
IUFLSHN;Financial_Markets
IUFRASET;Financial_Markets
IUFRTRPTRA;Financial_Markets
IUFUTIRS;Financial_Markets
IUFXCTPUPD;Financial_Markets
IUFXTRPTRA;Financial_Markets
IUICVBSDEL;Financial_Markets
IUINIPMTDT;Financial_Markets
IUINIWARDT;Core_Banking
IUINTBTS;Core_Banking
IUINTIRS;Core_Banking
IUINVFRA;Financial_Markets
IUINVFX;Financial_Markets
IUINVIRF;Financial_Markets
IUINVIRS;Financial_Markets
IUINVLD;Financial_Markets
IUINVOP;Financial_Markets
IUIPUBART;Financial_Markets
IUIPUSWF;Payment_And_Cash_Management
IUIRFMRG;Financial_Markets
IUIRFTRPTR;Financial_Markets
IUIRMACK;Core_Banking
IUIRSFIX;Financial_Markets
IUIRSTRPTR;Financial_Markets
IUISPIODEL;Financial_Markets
IULDIRF;Financial_Markets
IULDIRFCON;Financial_Markets
IULDIRSTR;Financial_Markets
IULDITXTO;Core_Banking
IULDRCNV;Financial_Markets
IULDRDSFF;Financial_Markets
IULDRDSFFC;Financial_Markets
IULDRDSFFM;Financial_Markets
IULDRDSFR;Financial_Markets
IULDRDSIR;Financial_Markets
IULDRDSOP;Financial_Markets
IULDTRPTRA;Financial_Markets
IULDWSIRS;Financial_Markets
IULOADFRTR;Financial_Markets
IULOADFXTR;Financial_Markets
IULOADLC;Lending
IULOADLDTR;Financial_Markets
IUMAKERIS;Core_Banking
IUMKSWCN2;Financial_Markets
IUMLYACCF3;Financial_Markets
IUMLYACCFF;Financial_Markets
IUMLYACCFR;Financial_Markets
IUMLYACCIR;Financial_Markets
IUMLYACCL3;Financial_Markets
IUNETCOPM;Core_Banking
IUNMI;Core_Banking
IUNOSCHG;Core_Banking
IUNOSCHG2;Core_Banking
IUNOSVALDL;Core_Banking
IUNOSVALMT;Core_Banking
IUOPTRPTRA;Financial_Markets
IUPAYLOAD;Financial_Markets
IUPDSIMP;Financial_Markets
IURECCON;Financial_Markets
IUREMMATFR;Financial_Markets
IUREMMATFX;Financial_Markets
IUREMMATIF;Financial_Markets
IUREMMATIR;Financial_Markets
IUREMMATLD;Financial_Markets
IUREMMATOP;Financial_Markets
IUREMRCNV;Financial_Markets
IURINPSWF;Financial_Markets
IUSELCONPM;Financial_Markets
IUSELDAYCN;Financial_Markets
IUSELPM;Financial_Markets
IUSTMLST;Financial_Markets
IUSWFACK;Payment_And_Cash_Management
IUTECDL;Payment_And_Cash_Management
IUTKOSWF2;Payment_And_Cash_Management
IUUPDIFXCO;Payment_And_Cash_Management
IUUPDIILDO;Core_Banking
IUUPDIRCS;Core_Banking
IUUPDITLDO;Core_Banking
IUUPDPFCFR;Payment_And_Cash_Management
IUUPDPFCIR;Payment_And_Cash_Management
IVFFC;Financial_Markets
IVFRC;Financial_Markets
IVFXC;Financial_Markets
IVLDC;Financial_Markets
IVOPC;Financial_Markets
IWARL;Core_Banking
IWARM;Core_Banking
IWARO;Core_Banking
IWODL;Core_Banking
IWODM;Core_Banking
IWODO;Core_Banking
IWSSI;Core_Banking
IWSSO;Financial_Markets
JAACORDPBD;Core_Banking
JAAUAHLBO;Core_Banking
JAAUDRSMO;Core_Banking
JTCCCMTLO;Core_Banking
JTCCDRIM;Core_Banking
JTCCREM;Core_Banking
JTCRLCBNS;Core_Banking
JTDCNDO;Core_Banking
JTDCNDO2;Core_Banking
JTLCORO;Core_Banking
JTREPADETS;Core_Banking
JTUPDIILDO;Core_Banking
JTUPDTLOC;Core_Banking
LADR4;Core_Banking
LBGR4;Core_Banking
LBGRL;Core_Banking
LBGRS;Core_Banking
LBIRO;Payment_And_Cash_Management
LBRA1;Payment_And_Cash_Management
LBRA4;Payment_And_Cash_Management
LBRA5;Payment_And_Cash_Management
LBRAL;Core_Banking
LBRAS;Core_Banking
LBRC4;Financial_Markets
LBRCL;Financial_Markets
LBRCS;Financial_Markets
LBRO1;Financial_Markets
LBRO5;Financial_Markets
LBROL;Core_Banking
LBROS;Core_Banking
LBSK5;Core_Banking
LBSK6;Core_Banking
LBSKL;Core_Banking
LBSKM;Core_Banking
LBSKS;Core_Banking
LCBIM;Core_Banking
LCBN5;Core_Banking
LCBN6;Core_Banking
LCBNL;Core_Banking
LCBNM;Core_Banking
LCBNS;Core_Banking
LCCC5;Core_Banking
LCCC6;Core_Banking
LCCCL;Core_Banking
LCCCM;Core_Banking
LCCCS;Core_Banking
LCCY1;Core_Banking
LCCY5;Core_Banking
LCCY6;Core_Banking
LCCY7;Core_Banking
LCCY8;Core_Banking
LCCYL;Core_Banking
LCCYS;Core_Banking
LCGR1;Core_Banking
LCGR5;Core_Banking
LCGR6;Core_Banking
LCGR7;Core_Banking
LCGRL;Core_Banking
LCGRS;Core_Banking
LCI1C;Core_Banking
LCI2C;Core_Banking
LCI3C;Core_Banking
LCI4C;Core_Banking
LCI5C;Core_Banking
LCI6C;Core_Banking
LCI7C;Core_Banking
LCIY1;Core_Banking
LCIY5;Core_Banking
LCIY6;Core_Banking
LCIYL;Core_Banking
LCIYS;Core_Banking
LCLI4;Core_Banking
LCLI5;Core_Banking
LCLIL;Core_Banking
LCLIS;Core_Banking
LCOR1;Core_Banking
LCOR5;Core_Banking
LCORC;Core_Banking
LCORO;Core_Banking
LCP1C;Core_Banking
LCP2C;Core_Banking
LCP3C;Core_Banking
LCP4C;Core_Banking
LCP5C;Core_Banking
LCP6C;Core_Banking
LCP7C;Core_Banking
LCPS1;Core_Banking
LCPS5;Core_Banking
LCPSL;Core_Banking
LCPSS;Core_Banking
LCRY1;Core_Banking
LCRY5;Core_Banking
LCRY6;Core_Banking
LCRY7;Core_Banking
LCRYL;Core_Banking
LCRYS;Core_Banking
LCSI1;Core_Banking
LCSI4;Core_Banking
LCSTL;Core_Banking
LCSTM;Core_Banking
LCSTS;Core_Banking
LCT21;Core_Banking
LCT2C;Core_Banking
LCT31;Core_Banking
LCT3C;Core_Banking
LCTI5;Core_Banking
LCTIF;Core_Banking
LCTIO;Core_Banking
LCTP1;Core_Banking
LCTP5;Core_Banking
LCTPL;Core_Banking
LCTPS;Core_Banking
LCTS5;Core_Banking
LCTS6;Core_Banking
LCTSL;Core_Banking
LCTSM;Core_Banking
LCTSO;Core_Banking
LEBAO;Lending
LELC1;Lending
LELC5;Lending
LELCL;Core_Banking
LELCS;Core_Banking
LELI5;Core_Banking
LELIC;Core_Banking
LELIF;Core_Banking
LELIO;Core_Banking
LGR1C;Core_Banking
LGR1M;Core_Banking
LGR2C;Core_Banking
LGR2M;Core_Banking
LGR3C;Core_Banking
LGR3M;Core_Banking
LGR4C;Core_Banking
LGR4M;Core_Banking
LGRD5;Core_Banking
LGRDL;Core_Banking
LGRDO;Core_Banking
LGRRM;Core_Banking
LGXFL;Core_Banking
LGXFO;Core_Banking
LHLP1;Core_Banking
LHOL5;Core_Banking
LHOLL;Core_Banking
LHOLM;Core_Banking
LHOLO;Core_Banking
LIBAN;Core_Banking
libulinc.so;Core_Banking
LLALPHA1;Core_Banking
LLBRCS;Financial_Markets
LLBRCSAUT;Financial_Markets
LLBROS;Financial_Markets
LLCBNM;Financial_Markets
LLCCYAUT;Financial_Markets
LLCCYCRY;Financial_Markets
LLCHKRISAC;Financial_Markets
LLCITY;Financial_Markets
LLCPCUS;Financial_Markets
LLCRYAUT;Financial_Markets
LLCRYCCY;Financial_Markets
LLCTPAUT;Financial_Markets
LLCTPCLI;Financial_Markets
LLCTPECO;Financial_Markets
LLCTPLST;Financial_Markets
LLCTPRCN;Financial_Markets
LLCTPTRSTU;Financial_Markets
LLCURRENCY;Financial_Markets
LLCUSDEAL;Lending
LLDLLCTPTY;Lending
LLDLLLCRYS;Lending
LLDLLLCTSO;Lending
LLDLLRDS;Core_Banking
LLFULLNAME;Core_Banking
LLOADPRD01;Core_Banking
LLOADPRD02;Core_Banking
LLOADPRD03;Core_Banking
LLOADPRD04;Core_Banking
LLOADPRD05;Core_Banking
LLOADPRD06;Core_Banking
LLOADPRD07;Core_Banking
LLOADPRD08;Core_Banking
LLOADPRD09;Core_Banking
LLOADPRD10;Core_Banking
LLOADPRD11;Core_Banking
LLOADPRD12;Core_Banking
LLOADPRD13;Core_Banking
LLOADPRD14;Core_Banking
LLOADPRD15;Core_Banking
LLOADPRD16;Core_Banking
LLOADPRD17;Core_Banking
LLPACBAL;Core_Banking
LLPACTRA;Core_Banking
LLPERSAUT;Core_Banking
LLPERSON01;Core_Banking
LLPERSON02;Core_Banking
LLPERSON03;Core_Banking
LLPMBRAAUT;Core_Banking
LLPRDDIC01;Core_Banking
LLPRDDIC02;Core_Banking
LLSTOCK1;Core_Banking
LOGOF;Core_Banking
LOGON;Core_Banking
LOJ;Core_Banking
LOJ10;Core_Banking
LOJ11;Core_Banking
LOJ12;Core_Banking
LOJ13;Core_Banking
LOJ14;Core_Banking
LOJ15;Core_Banking
LOJ16;Core_Banking
LOJ17;Core_Banking
LOJ18;Core_Banking
LOJ2;Core_Banking
LOJ3;Core_Banking
LOJ4;Core_Banking
LOJ5;Core_Banking
LOJ6;Core_Banking
LOJ7;Core_Banking
LOJ8;Core_Banking
LOJ9;Core_Banking
LOJBMG;Core_Banking
LOJCCR;Core_Banking
LOJCORO;Core_Banking
LOJDCNDO;Core_Banking
LOJDELMVT;Core_Banking
LOJDINR;Core_Banking
LOJDLSTRUN;Core_Banking
LOJEOD;Core_Banking
LOJGCNVO;Core_Banking
LOJGPARO;Core_Banking
LOJHOL;Core_Banking
LOJHOL2;Core_Banking
LOJICNFS;Core_Banking
LOJMM2;Core_Banking
LOJMM3;Core_Banking
LOJMVTDEL;Core_Banking
LOJPSD;Core_Banking
LOJREFER;Core_Banking
LOJREFER3;Core_Banking
LOJRFDIPTO;Core_Banking
LOJRPSCH;Core_Banking
LOJTMP;Core_Banking
LOJVBAL;Core_Banking
LPHI5;Core_Banking
LPHIC;Core_Banking
LPHIF;Core_Banking
LPHIO;Core_Banking
LPHY1;Core_Banking
LPHYC;Core_Banking
LPHYL;Core_Banking
LPHYS;Core_Banking
LPI1M;Core_Banking
LPI2M;Core_Banking
LPI3M;Core_Banking
LPI5C;Core_Banking
LPIFM;Core_Banking
LPIIM;Core_Banking
LPILM;Core_Banking
LPMM1;Core_Banking
LPMM5;Core_Banking
LPMML;Core_Banking
LPRC4;Core_Banking
LPRC5;Core_Banking
LPRCL;Core_Banking
LPRCM;Core_Banking
LPRCO;Core_Banking
LPRD1;Core_Banking
LPRD4;Core_Banking
LPRDL;Core_Banking
LPRDS;Core_Banking
LPRF5;Core_Banking
LPRFS;Core_Banking
LPSI5;Core_Banking
LPSIC;Core_Banking
LPSIF;Core_Banking
LPSIO;Core_Banking
LPSN1;Core_Banking
LPSN4;Core_Banking
LPSN5;Core_Banking
LPSNL;Core_Banking
LPSNS;Core_Banking
LPT1I;Core_Banking
LPT2I;Core_Banking
LPT3I;Core_Banking
LPTFI;Core_Banking
LPTI5;Core_Banking
LPTIF;Core_Banking
LPTII;Core_Banking
LPTLI;Core_Banking
LRCE4;Core_Banking
LRCEL;Core_Banking
LRCEM;Core_Banking
LRCEO;Core_Banking
LRCES;Core_Banking
LRCLL;Core_Banking
LRES1;Core_Banking
LRES4;Core_Banking
LRESS;Core_Banking
LSLUTIL;Core_Banking
LSLUTIL2;Core_Banking
LSLUTIL3;Core_Banking
LSUP4;Core_Banking
LSUPL;Core_Banking
LSUPS;Core_Banking
LSUT1;Core_Banking
LSUTC;Core_Banking
LTAR1;Core_Banking
LTAR5;Core_Banking
LTARO;Payment_And_Cash_Management
LUARPPM;Core_Banking
LUCACZ;Core_Banking
LUCBNRIS;Core_Banking
LUCLNPSNAD;Core_Banking
LUCTPRIS;Core_Banking
LUDLYLGRDO;Core_Banking
LUGRID1;Core_Banking
LULDCUSDUB;Core_Banking
LULDLGRDO;Core_Banking
LULDRISPRC;Core_Banking
LULDTARGET;Payment_And_Cash_Management
LULOADBCOR;Core_Banking
LULOADFAM;Core_Banking
LULOADHOL;Core_Banking
LUMQGRID;Core_Banking
LUNYCLCTPS;Core_Banking
LUPDRCEPMM;Core_Banking
LURISCRE;Core_Banking
LUUPDACCOF;Core_Banking
M101C;Payment_And_Cash_Management
M101F;Payment_And_Cash_Management
M102C;Payment_And_Cash_Management
MDPURGEGEX;Core_Banking
MH101;Payment_And_Cash_Management
MH102;Payment_And_Cash_Management
MI101;Payment_And_Cash_Management
MI102;Payment_And_Cash_Management
MIC1C;Payment_And_Cash_Management
MIC1F;Payment_And_Cash_Management
MIC1I;Payment_And_Cash_Management
MIC2C;Payment_And_Cash_Management
MIC2I;Payment_And_Cash_Management
MICC1;Payment_And_Cash_Management
MICCC;Payment_And_Cash_Management
MICCF;Payment_And_Cash_Management
MICDA;Core_Banking
MICH1;Core_Banking
MICHA;Payment_And_Cash_Management
MICO1;Payment_And_Cash_Management
MICOD;Payment_And_Cash_Management
MIDDC;Payment_And_Cash_Management
MIEXC;Payment_And_Cash_Management
MII1C;Payment_And_Cash_Management
MII2C;Payment_And_Cash_Management
MII3C;Payment_And_Cash_Management
MII3F;Payment_And_Cash_Management
MII3I;Payment_And_Cash_Management
MII4C;Payment_And_Cash_Management
MII4I;Payment_And_Cash_Management
MIII1;Payment_And_Cash_Management
MIIRC;Payment_And_Cash_Management
MIO1C;Payment_And_Cash_Management
MIO2C;Payment_And_Cash_Management
MIO3C;Payment_And_Cash_Management
MIO3F;Payment_And_Cash_Management
MIO3I;Payment_And_Cash_Management
MIO4C;Payment_And_Cash_Management
MIO4I;Payment_And_Cash_Management
MIOI1;Payment_And_Cash_Management
MIORC;Payment_And_Cash_Management
MIXX1;Payment_And_Cash_Management
MIXXC;Payment_And_Cash_Management
MIXXF;Payment_And_Cash_Management
MLPTACC;Payment_And_Cash_Management
MLPTCTP;Payment_And_Cash_Management
MLPTEXC;Payment_And_Cash_Management
