Program_Name;IFS_7P_Module;IFS_4P_Module;ProgramType
IUDLYABFRA;Financial_Markets;Financial_Markets;R
IUDLYABIRF;Financial_Markets;Financial_Markets;R
IUDLYABIRS;Financial_Markets;Financial_Markets;R
IUDLYABOPT;Financial_Markets;Financial_Markets;R
IUDLYACCAB;Financial_Markets;Financial_Markets;R
IUERRIPU;Financial_Markets;Financial_Markets;R
IUEXPSSI;Financial_Markets;Financial_Markets;R
IUFDSIMP;Financial_Markets;Financial_Markets;R
IUFDSIMPOS;Financial_Markets;Financial_Markets;R
IUFDSIMPRO;Financial_Markets;Financial_Markets;R
IUFILIBTF5;Financial_Markets;Financial_Markets;R
IUFILIBTI5;Financial_Markets;Financial_Markets;R
IUFILIIPH5;Financial_Markets;Financial_Markets;R
IUFILIMFX5;Financial_Markets;Financial_Markets;R
IUFILIMLD5;Financial_Markets;Financial_Markets;R
IUFILLSAV1;Financial_Markets;Financial_Markets;R
IUFILLSAV4;Financial_Markets;Financial_Markets;R
IUFILLSAVO;Financial_Markets;Financial_Markets;R
IUFLSHN;Financial_Markets;Financial_Markets;R
IUFRASET;Financial_Markets;Financial_Markets;R
IUFRTRPTRA;Financial_Markets;Financial_Markets;R
IUFUTIRS;Financial_Markets;Financial_Markets;R
IUFXCTPUPD;Financial_Markets;Financial_Markets;R
IUFXTRPTRA;Financial_Markets;Financial_Markets;R
IUICVBSDEL;Financial_Markets;Financial_Markets;R
IUINIPMTDT;Financial_Markets;Financial_Markets;R
IUINIWARDT;TECHNICAL_KERNEL;Core_Banking;R
IUINTBTS;TECHNICAL_KERNEL;Core_Banking;R
IUINTIRS;TECHNICAL_KERNEL;Core_Banking;R
IUINVFRA;Financial_Markets;Financial_Markets;R
IUINVFX;Financial_Markets;Financial_Markets;R
IUINVIRF;Financial_Markets;Financial_Markets;R
IUINVIRS;Financial_Markets;Financial_Markets;R
IUINVLD;Financial_Markets;Financial_Markets;R
IUINVOP;Financial_Markets;Financial_Markets;R
IUIPUBART;Financial_Markets;Financial_Markets;R
IUIPUSWF;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUIRFMRG;Financial_Markets;Financial_Markets;R
IUIRFTRPTR;Financial_Markets;Financial_Markets;R
IUIRMACK;TECHNICAL_KERNEL;Core_Banking;R
IUIRSFIX;Financial_Markets;Financial_Markets;R
IUIRSTRPTR;Financial_Markets;Financial_Markets;R
IUISPIODEL;Financial_Markets;Financial_Markets;R
IULDIRF;Financial_Markets;Financial_Markets;R
IULDIRFCON;Financial_Markets;Financial_Markets;R
IULDIRSTR;Financial_Markets;Financial_Markets;R
IULDITXTO;MDM_Management;Core_Banking;R
IULDRCNV;Financial_Markets;Financial_Markets;R
IULDRDSFF;Financial_Markets;Financial_Markets;R
IULDRDSFFC;Financial_Markets;Financial_Markets;R
IULDRDSFFM;Financial_Markets;Financial_Markets;R
IULDRDSFR;Financial_Markets;Financial_Markets;R
IULDRDSIR;Financial_Markets;Financial_Markets;R
IULDRDSOP;Financial_Markets;Financial_Markets;R
IULDTRPTRA;Financial_Markets;Financial_Markets;R
IULDWSIRS;Financial_Markets;Financial_Markets;R
IULOADFRTR;Financial_Markets;Financial_Markets;R
IULOADFXTR;Financial_Markets;Financial_Markets;R
IULOADLC;Lending;Lending;R
IULOADLDTR;Financial_Markets;Financial_Markets;R
IUMAKERIS;Finance;Core_Banking;R
IUMKSWCN2;Financial_Markets;Financial_Markets;R
IUMLYACCF3;Financial_Markets;Financial_Markets;R
IUMLYACCFF;Financial_Markets;Financial_Markets;R
IUMLYACCFR;Financial_Markets;Financial_Markets;R
IUMLYACCIR;Financial_Markets;Financial_Markets;R
IUMLYACCL3;Financial_Markets;Financial_Markets;R
IUNETCOPM;Finance;Core_Banking;R
IUNMI;Finance;Core_Banking;I
IUNOSCHG;Finance;Core_Banking;R
IUNOSCHG2;Finance;Core_Banking;R
IUNOSVALDL;Finance;Core_Banking;R
IUNOSVALMT;Account_Management;Core_Banking;R
IUOPTRPTRA;Financial_Markets;Financial_Markets;R
IUPAYLOAD;Financial_Markets;Financial_Markets;R
IUPDSIMP;Financial_Markets;Financial_Markets;R
IURECCON;Financial_Markets;Financial_Markets;R
IUREMMATFR;Financial_Markets;Financial_Markets;R
IUREMMATFX;Financial_Markets;Financial_Markets;R
IUREMMATIF;Financial_Markets;Financial_Markets;R
IUREMMATIR;Financial_Markets;Financial_Markets;R
IUREMMATLD;Financial_Markets;Financial_Markets;R
IUREMMATOP;Financial_Markets;Financial_Markets;R
IUREMRCNV;Financial_Markets;Financial_Markets;R
IURINPSWF;Financial_Markets;Financial_Markets;R
IUSELCONPM;Financial_Markets;Financial_Markets;R
IUSELDAYCN;Financial_Markets;Financial_Markets;R
IUSELPM;Financial_Markets;Financial_Markets;R
IUSTMLST;Financial_Markets;Financial_Markets;R
IUSWFACK;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUTECDL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUTKOSWF2;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUUPDIFXCO;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUUPDIILDO;TECHNICAL_KERNEL;Core_Banking;R
IUUPDIRCS;TECHNICAL_KERNEL;Core_Banking;R
IUUPDITLDO;TECHNICAL_KERNEL;Core_Banking;R
IUUPDPFCFR;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IUUPDPFCIR;Payment_And_Cash_Management;Payment_And_Cash_Management;R
IVFFC;Financial_Markets;Financial_Markets;I
IVFRC;Financial_Markets;Financial_Markets;I
IVFXC;Financial_Markets;Financial_Markets;I
IVLDC;Financial_Markets;Financial_Markets;I
IVOPC;Financial_Markets;Financial_Markets;I
IWARL;TECHNICAL_KERNEL;Core_Banking;I
IWARM;TECHNICAL_KERNEL;Core_Banking;I
IWARO;TECHNICAL_KERNEL;Core_Banking;I
IWODL;TECHNICAL_KERNEL;Core_Banking;I
IWODM;TECHNICAL_KERNEL;Core_Banking;I
IWODO;TECHNICAL_KERNEL;Core_Banking;I
IWSSI;TECHNICAL_KERNEL;Core_Banking;I
IWSSO;Financial_Markets;Financial_Markets;I
JAACORDPBD;TECHNICAL_KERNEL;Core_Banking;R
JAAUAHLBO;TECHNICAL_KERNEL;Core_Banking;R
JTCCCMTLO;TECHNICAL_KERNEL;Core_Banking;R
JTCCDRIM;TECHNICAL_KERNEL;Core_Banking;R
JTCCREM;TECHNICAL_KERNEL;Core_Banking;R
JTCRLCBNS;TECHNICAL_KERNEL;Core_Banking;R
JTDCNDO;TECHNICAL_KERNEL;Core_Banking;R
JTDCNDO2;TECHNICAL_KERNEL;Core_Banking;R
JTLCORO;TECHNICAL_KERNEL;Core_Banking;R
JTREPADETS;TECHNICAL_KERNEL;Core_Banking;R
JTUPDIILDO;TECHNICAL_KERNEL;Core_Banking;R
LADR4;Account_Management;Core_Banking;I
LBGR4;Account_Management;Core_Banking;I
LBGRL;TECHNICAL_KERNEL;Core_Banking;I
LBGRS;TECHNICAL_KERNEL;Core_Banking;I
LBIRO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
LBRA1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
LBRA4;Payment_And_Cash_Management;Payment_And_Cash_Management;I
LBRA5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
LBRAL;TECHNICAL_KERNEL;Core_Banking;I
LBRAS;TECHNICAL_KERNEL;Core_Banking;I
LBRC4;Financial_Markets;Financial_Markets;I
LBRCL;Financial_Markets;Financial_Markets;I
LBRCS;Financial_Markets;Financial_Markets;I
LBRO1;Financial_Markets;Financial_Markets;I
LBRO5;Financial_Markets;Financial_Markets;I
LBROL;Account_Management;Core_Banking;I
LBROS;MDM_Management;Core_Banking;I
LBSK5;MDM_Management;Core_Banking;I
LBSK6;MDM_Management;Core_Banking;I
LBSKL;UNUSED;Core_Banking;I
LBSKM;MDM_Management;Core_Banking;I
LBSKS;UNUSED;Core_Banking;I
LCBIM;Account_Management;Core_Banking;I
LCBN5;Account_Management;Core_Banking;I
LCBN6;Account_Management;Core_Banking;I
LCBNL;Account_Management;Core_Banking;I
LCBNM;Account_Management;Core_Banking;I
LCBNS;Account_Management;Core_Banking;I
LCCC5;Account_Management;Core_Banking;I
LCCC6;Account_Management;Core_Banking;I
LCCCL;MDM_Management;Core_Banking;I
LCCCM;TECHNICAL_KERNEL;Core_Banking;I
LCCCS;MDM_Management;Core_Banking;I
LCCY1;MDM_Management;Core_Banking;I
LCCY5;MDM_Management;Core_Banking;I
LCCY6;MDM_Management;Core_Banking;I
LCCY7;MDM_Management;Core_Banking;I
LCCY8;MDM_Management;Core_Banking;I
LCCYL;MDM_Management;Core_Banking;I
LCCYS;TECHNICAL_KERNEL;Core_Banking;I
LCGR1;TECHNICAL_KERNEL;Core_Banking;I
LCGR5;TECHNICAL_KERNEL;Core_Banking;I
LCGR6;TECHNICAL_KERNEL;Core_Banking;I
LCGR7;TECHNICAL_KERNEL;Core_Banking;I
LCGRL;MDM_Management;Core_Banking;I
LCGRS;TECHNICAL_KERNEL;Core_Banking;I
LCI1C;Account_Management;Core_Banking;I
LCI2C;Account_Management;Core_Banking;I
LCI3C;Account_Management;Core_Banking;I
LCI4C;Account_Management;Core_Banking;I
LCI5C;Account_Management;Core_Banking;I
LCI6C;Account_Management;Core_Banking;I
LCI7C;Account_Management;Core_Banking;I
LCIY1;Account_Management;Core_Banking;I
LCIY5;Account_Management;Core_Banking;I
LCIY6;Account_Management;Core_Banking;I
LCIYL;MDM_Management;Core_Banking;I
LCIYS;TECHNICAL_KERNEL;Core_Banking;I
LCLI4;TECHNICAL_KERNEL;Core_Banking;I
LCLI5;TECHNICAL_KERNEL;Core_Banking;I
LCLIL;MDM_Management;Core_Banking;I
LCLIS;TECHNICAL_KERNEL;Core_Banking;I
LCOR1;TECHNICAL_KERNEL;Core_Banking;I
LCOR5;TECHNICAL_KERNEL;Core_Banking;I
LCORC;Account_Management;Core_Banking;I
LCORO;Account_Management;Core_Banking;I
LCP1C;Account_Management;Core_Banking;I
LCP2C;Account_Management;Core_Banking;I
LCP3C;Account_Management;Core_Banking;I
LCP4C;Account_Management;Core_Banking;I
LCP5C;Account_Management;Core_Banking;I
LCP6C;Account_Management;Core_Banking;I
LCP7C;Account_Management;Core_Banking;I
LCPS1;Account_Management;Core_Banking;I
LCPS5;Account_Management;Core_Banking;I
LCPSL;Account_Management;Core_Banking;I
LCPSS;Account_Management;Core_Banking;I
LCRY1;Account_Management;Core_Banking;I
LCRY5;Account_Management;Core_Banking;I
LCRY6;Account_Management;Core_Banking;I
LCRY7;Account_Management;Core_Banking;I
LCRYL;MDM_Management;Core_Banking;I
LCRYS;TECHNICAL_KERNEL;Core_Banking;I
LCSI1;TECHNICAL_KERNEL;Core_Banking;I
LCSI4;TECHNICAL_KERNEL;Core_Banking;I
LCSTL;MDM_Management;Core_Banking;I
LCSTM;TECHNICAL_KERNEL;Core_Banking;I
LCSTS;MDM_Management;Core_Banking;I
LCT21;MDM_Management;Core_Banking;I
LCT2C;MDM_Management;Core_Banking;I
LCT31;MDM_Management;Core_Banking;I
LCT3C;Account_Management;Core_Banking;I
LCTI5;Account_Management;Core_Banking;I
LCTIF;Account_Management;Core_Banking;I
LCTIO;Account_Management;Core_Banking;I
LCTP1;Account_Management;Core_Banking;I
LCTP5;Account_Management;Core_Banking;I
LCTPL;Account_Management;Core_Banking;I
LCTPS;Account_Management;Core_Banking;I
LCTS5;Account_Management;Core_Banking;I
LCTS6;Account_Management;Core_Banking;I
LCTSL;Account_Management;Core_Banking;I
LCTSM;Account_Management;Core_Banking;I
LCTSO;Account_Management;Core_Banking;I
LEBAO;Lending;Lending;I
LELC1;Lending;Lending;I
LELC5;Lending;Lending;I
LELCL;Account_Management;Core_Banking;I
LELCS;Account_Management;Core_Banking;I
LELI5;Account_Management;Core_Banking;I
LELIC;Account_Management;Core_Banking;I
LELIF;Account_Management;Core_Banking;I
LELIO;Account_Management;Core_Banking;I
LGR1C;MDM_Management;Core_Banking;I
LGR2C;MDM_Management;Core_Banking;I
LGR3C;MDM_Management;Core_Banking;I
LGR4C;MDM_Management;Core_Banking;I
LGRD5;MDM_Management;Core_Banking;I
LGRDL;MDM_Management;Core_Banking;I
LGRDO;MDM_Management;Core_Banking;I
LGRRM;MDM_Management;Core_Banking;I
LGXFL;MDM_Management;Core_Banking;I
LGXFO;MDM_Management;Core_Banking;I
LHLP1;MDM_Management;Core_Banking;I
LHOL5;MDM_Management;Core_Banking;I
LHOLL;MDM_Management;Core_Banking;I
LHOLM;TECHNICAL_KERNEL;Core_Banking;I
LHOLO;MDM_Management;Core_Banking;I
LIBAN;MDM_Management;Core_Banking;I
LLALPHA1;MDM_Management;Core_Banking;R
LLBRCS;Financial_Markets;Financial_Markets;R
LLBRCSAUT;Financial_Markets;Financial_Markets;R
LLBROS;Financial_Markets;Financial_Markets;R
LLCBNM;Financial_Markets;Financial_Markets;R
LLCCYAUT;Financial_Markets;Financial_Markets;R
LLCCYCRY;Financial_Markets;Financial_Markets;R
LLCHKRISAC;Financial_Markets;Financial_Markets;R
LLCITY;Financial_Markets;Financial_Markets;R
LLCPCUS;Financial_Markets;Financial_Markets;R
LLCRYAUT;Financial_Markets;Financial_Markets;R
LLCRYCCY;Financial_Markets;Financial_Markets;R
LLCTPAUT;Financial_Markets;Financial_Markets;R
LLCTPCLI;Financial_Markets;Financial_Markets;R
LLCTPECO;Financial_Markets;Financial_Markets;R
LLCTPLST;Financial_Markets;Financial_Markets;R
LLCTPRCN;Financial_Markets;Financial_Markets;R
LLCTPTRSTU;Financial_Markets;Financial_Markets;R
LLCURRENCY;Financial_Markets;Financial_Markets;R
LLCUSDEAL;Lending;Lending;R
LLDLLCTPTY;Lending;Lending;R
LLDLLLCRYS;Lending;Lending;R
LLDLLLCTSO;Lending;Lending;R
LLDLLRDS;UNUSED;Core_Banking;R
LLFULLNAME;UNUSED;Core_Banking;R
LLPACBAL;Account_Management;Core_Banking;R
LLPACTRA;Account_Management;Core_Banking;R
LLPERSAUT;Account_Management;Core_Banking;R
LLPERSON01;Account_Management;Core_Banking;R
LLPERSON02;Account_Management;Core_Banking;R
LLPERSON03;Account_Management;Core_Banking;R
LLPMBRAAUT;TECHNICAL_KERNEL;Core_Banking;R
LLPRDDIC01;TECHNICAL_KERNEL;Core_Banking;R
LLPRDDIC02;TECHNICAL_KERNEL;Core_Banking;R
LLSTOCK1;TECHNICAL_KERNEL;Core_Banking;R
LOGOF;TECHNICAL_KERNEL;Core_Banking;I
LOGON;TECHNICAL_KERNEL;Core_Banking;I
LOJBMG;MDM_Management;Core_Banking;R
LOJCCR;TECHNICAL_KERNEL;Core_Banking;R
LOJCORO;TECHNICAL_KERNEL;Core_Banking;R
LOJDCNDO;TECHNICAL_KERNEL;Core_Banking;R
LOJDELMVT;TECHNICAL_KERNEL;Core_Banking;R
LOJDINR;TECHNICAL_KERNEL;Core_Banking;R
LOJDLSTRUN;TECHNICAL_KERNEL;Core_Banking;R
LOJEOD;TECHNICAL_KERNEL;Core_Banking;R
LOJGCNVO;TECHNICAL_KERNEL;Core_Banking;R
LOJGPARO;TECHNICAL_KERNEL;Core_Banking;R
LOJHOL;TECHNICAL_KERNEL;Core_Banking;R
LOJHOL2;TECHNICAL_KERNEL;Core_Banking;R
LOJICNFS;TECHNICAL_KERNEL;Core_Banking;R
LOJMM2;TECHNICAL_KERNEL;Core_Banking;R
LOJMM3;TECHNICAL_KERNEL;Core_Banking;R
LOJMVTDEL;TECHNICAL_KERNEL;Core_Banking;R
LOJPSD;TECHNICAL_KERNEL;Core_Banking;R
LOJREFER;TECHNICAL_KERNEL;Core_Banking;R
LOJREFER3;TECHNICAL_KERNEL;Core_Banking;R
LOJRFDIPTO;TECHNICAL_KERNEL;Core_Banking;R
LOJRPSCH;TECHNICAL_KERNEL;Core_Banking;R
LOJTMP;TECHNICAL_KERNEL;Core_Banking;R
LOJVBAL;TECHNICAL_KERNEL;Core_Banking;R
LPHI5;TECHNICAL_KERNEL;Core_Banking;I
LPHIC;Account_Management;Core_Banking;I
LPHIF;Account_Management;Core_Banking;I
LPHIO;Account_Management;Core_Banking;I
LPHY1;Account_Management;Core_Banking;I
LPHYL;Account_Management;Core_Banking;I
LPHYS;Account_Management;Core_Banking;I
LPI1M;Account_Management;Core_Banking;I
LPI2M;Account_Management;Core_Banking;I
LPI3M;Account_Management;Core_Banking;I
LPIFM;Account_Management;Core_Banking;I
LPIIM;Account_Management;Core_Banking;I
LPILM;Account_Management;Core_Banking;I
LPMM1;Account_Management;Core_Banking;I
LPMM5;Account_Management;Core_Banking;I
LPMML;TECHNICAL_KERNEL;Core_Banking;I
LPRC4;TECHNICAL_KERNEL;Core_Banking;I
LPRC5;TECHNICAL_KERNEL;Core_Banking;I
LPRCL;TECHNICAL_KERNEL;Core_Banking;I
LPRCM;TECHNICAL_KERNEL;Core_Banking;I
LPRCO;TECHNICAL_KERNEL;Core_Banking;I
LPRD1;TECHNICAL_KERNEL;Core_Banking;I
LPRD4;TECHNICAL_KERNEL;Core_Banking;I
LPRDL;MDM_Management;Core_Banking;I
LPRDS;TECHNICAL_KERNEL;Core_Banking;I
LPRF5;TECHNICAL_KERNEL;Core_Banking;I
LPRFS;TECHNICAL_KERNEL;Core_Banking;I
LPSI5;TECHNICAL_KERNEL;Core_Banking;I
LPSIC;Account_Management;Core_Banking;I
LPSIF;Account_Management;Core_Banking;I
LPSIO;Account_Management;Core_Banking;I
LPSN1;Account_Management;Core_Banking;I
LPSN4;Account_Management;Core_Banking;I
LPSN5;Account_Management;Core_Banking;I
LPSNL;Account_Management;Core_Banking;I
LPSNS;Account_Management;Core_Banking;I
LPT1I;Account_Management;Core_Banking;I
LPT2I;Account_Management;Core_Banking;I
LPT3I;Account_Management;Core_Banking;I
LPTFI;Account_Management;Core_Banking;I
LPTI5;Account_Management;Core_Banking;I
LPTIF;Account_Management;Core_Banking;I
LPTII;Account_Management;Core_Banking;I
LPTLI;Account_Management;Core_Banking;I
LRCE4;Account_Management;Core_Banking;I
LRCEL;Finance;Core_Banking;I
LRCEM;Finance;Core_Banking;I
LRCEO;Finance;Core_Banking;I
LRCES;Finance;Core_Banking;I
LRCLL;Finance;Core_Banking;I
LRES1;Finance;Core_Banking;I
LRES4;Finance;Core_Banking;I
LRESS;TECHNICAL_KERNEL;Core_Banking;I
LSLUTIL;TECHNICAL_KERNEL;Core_Banking;R
LSLUTIL2;TECHNICAL_KERNEL;Core_Banking;R
LSLUTIL3;TECHNICAL_KERNEL;Core_Banking;R
LSUP4;TECHNICAL_KERNEL;Core_Banking;I
LSUPL;Finance;Core_Banking;I
LSUPS;Finance;Core_Banking;I
LSUT1;Finance;Core_Banking;I
LSUTC;TECHNICAL_KERNEL;Core_Banking;I
LTAR1;TECHNICAL_KERNEL;Core_Banking;I
LTAR5;TECHNICAL_KERNEL;Core_Banking;I
LTARO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
LUARPPM;MDM_Management;Core_Banking;R
LUCACZ;MDM_Management;Core_Banking;R
LUCBNRIS;Account_Management;Core_Banking;R
LUCLNPSNAD;TECHNICAL_KERNEL;Core_Banking;R
LUCTPRIS;TECHNICAL_KERNEL;Core_Banking;R
LUDLYLGRDO;TECHNICAL_KERNEL;Core_Banking;R
LUGRID1;TECHNICAL_KERNEL;Core_Banking;R
LULDCUSDUB;Account_Management;Core_Banking;R
LULDLGRDO;MDM_Management;Core_Banking;R
LULDRISPRC;MDM_Management;Core_Banking;R
LULDTARGET;Payment_And_Cash_Management;Payment_And_Cash_Management;R
LULOADBCOR;Account_Management;Core_Banking;R
LULOADFAM;Account_Management;Core_Banking;R
LULOADHOL;TECHNICAL_KERNEL;Core_Banking;R
LUMQGRID;MDM_Management;Core_Banking;R
LUNYCLCTPS;MDM_Management;Core_Banking;R
LUPDRCEPMM;TECHNICAL_KERNEL;Core_Banking;R
LURISCRE;MDM_Management;Core_Banking;R
LUUPDACCOF;TECHNICAL_KERNEL;Core_Banking;R
M101C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
M101F;Payment_And_Cash_Management;Payment_And_Cash_Management;I
M102C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MDPURGEGEX;TECHNICAL_KERNEL;Core_Banking;R
MH101;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MH102;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MI101;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MI102;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIC1C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIC1F;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIC1I;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIC2C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIC2I;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MICC1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MICCC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MICCF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MICDA;Account_Management;Core_Banking;I
MICH1;Account_Management;Core_Banking;I
MICHA;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MICO1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MICOD;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIDDC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIEXC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MII1C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MII2C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MII3C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MII3F;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MII3I;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MII4C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MII4I;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIII1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIIRC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIO1C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIO2C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIO3C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIO3F;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIO3I;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIO4C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIO4I;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIOI1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIORC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIXX1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIXXC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MIXXF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MLPTACC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
MLPTCTP;Payment_And_Cash_Management;Payment_And_Cash_Management;R
MLPTEXC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
MLPTFAC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
MLPTGUA;Payment_And_Cash_Management;Payment_And_Cash_Management;R
MLPTSEC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
MNDEF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MOC1C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MOC1F;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MOC1I;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MOC2C;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MOC2I;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MP101;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MP102;Payment_And_Cash_Management;Payment_And_Cash_Management;I
MUMKMT100;Payment_And_Cash_Management;Payment_And_Cash_Management;R
MUMKMT101;UNUSED;Core_Banking;R
MUPMNTACC;Payment_And_Cash_Management;Payment_And_Cash_Management;R
MUPMNTPRT;TECHNICAL_KERNEL;Core_Banking;R
MUPMNTSIN;Account_Management;Core_Banking;R
MWTEST9;Account_Management;Core_Banking;R
NPDEF;Account_Management;Core_Banking;I
NWSMN;TECHNICAL_KERNEL;Core_Banking;I
PASCH;TECHNICAL_KERNEL;Core_Banking;I
PRDEF;Payment_And_Cash_Management;Payment_And_Cash_Management;I
PRNTR;TECHNICAL_KERNEL;Core_Banking;I
PRSI5;TECHNICAL_KERNEL;Core_Banking;I
PRSIC;TECHNICAL_KERNEL;Core_Banking;I
PRSIF;TECHNICAL_KERNEL;Core_Banking;I
PRSIO;TECHNICAL_KERNEL;Core_Banking;I
PRSNL;TECHNICAL_KERNEL;Core_Banking;I
RCHD5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCHDS;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCHQ4;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCHQ5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCHQC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCHQS;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCHR1;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCHR5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCHRO;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCHSC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCOC4;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCOC5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCOCC;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCOCS;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCOD5;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCODS;Payment_And_Cash_Management;Payment_And_Cash_Management;I
RCON6;Finance;Core_Banking;I
RCPV6;Financial_Markets;Financial_Markets;I
RCRY5;Financial_Markets;Financial_Markets;I
RCUV6;Finance;Core_Banking;I
RCYV6;Lending;Lending;I
RDLR5;Lending;Lending;I
REFER;TECHNICAL_KERNEL;Core_Banking;I
REFFL;TECHNICAL_KERNEL;Core_Banking;I
RFMNU;TECHNICAL_KERNEL;Core_Banking;I
RFSEC;TECHNICAL_KERNEL;Core_Banking;I
RLCHQCLRBA;Payment_And_Cash_Management;Payment_And_Cash_Management;R
RLCHQCLRSE;Payment_And_Cash_Management;Payment_And_Cash_Management;R
RLCHQCOL;Payment_And_Cash_Management;Payment_And_Cash_Management;R
RLFACDRAW;Lending;Lending;R
RMCREFOL;TECHNICAL_KERNEL;Core_Banking;R
RMDPBDOCOR;TECHNICAL_KERNEL;Core_Banking;R
RMENU;Finance;Core_Banking;I
RMGCNVODRF;TECHNICAL_KERNEL;Core_Banking;R
RMGCNVOSEP;TECHNICAL_KERNEL;Core_Banking;R
RMGPARO;TECHNICAL_KERNEL;Core_Banking;R
RMTRANUPD;TECHNICAL_KERNEL;Core_Banking;R
RMUPDFIDO;TECHNICAL_KERNEL;Core_Banking;R
RPDEF;UNUSED;Core_Banking;I
RPDES;UNUSED;Core_Banking;I
RPRP5;UNUSED;Core_Banking;I
RPSCH;UNUSED;Core_Banking;I
RPSEC;UNUSED;Core_Banking;I
RPSI5;TECHNICAL_KERNEL;Core_Banking;I
RPSIF;TECHNICAL_KERNEL;Core_Banking;I
RPSIM;TECHNICAL_KERNEL;Core_Banking;I
RPSTA;TECHNICAL_KERNEL;Core_Banking;I
RPSTD;TECHNICAL_KERNEL;Core_Banking;I
RPTEST;TECHNICAL_KERNEL;Core_Banking;R
RRSC5;Lending;Lending;I
RRSC6;Finance;Core_Banking;I
RSTRT;TECHNICAL_KERNEL;Core_Banking;I
