Program_Name;Module_Name
DULDCCLMVT;Payment_And_Cash_Management
DULDCCLMVT;Payment_And_Cash_Management
DULDCCLMVT;Account_Management
DULDCCLMVT;Payment_And_Cash_Management
DULDCCLMVT;Account_Management
DULDCCLMVT;TECHNICAL_KERNEL
DULDCCLMVT;TECHNICAL_KERNEL
DULDCCLMVT;TECHNICAL_KERNEL
DULDFDBNL;Payment_And_Cash_Management
DULDFDBNL;TECHNICAL_KERNEL
DULDFDBNL;TECHNICAL_KERNEL
DULDFDBPT;Payment_And_Cash_Management
DULDFDBPT;TECHNICAL_KERNEL
DULDFDBPT;TECHNICAL_KERNEL
DULDFREN;Payment_And_Cash_Management
DULDFREN;TECHNICAL_KERNEL
DULDFREN;TECHNICAL_KERNEL
DULDPBOBT;TECHNICAL_KERNEL
DULDPBOBT;TECHNICAL_KERNEL
DULDSECBR;Payment_And_Cash_Management
DULDSECBR;TECHNICAL_KERNEL
DULDSECBR;TECHNICAL_KERNEL
DULDSECBR;TECHNICAL_KERNEL
DURECBAT;TECHNICAL_KERNEL
ENDBATCH;TECHNICAL_KERNEL
ERICREP;TECHNICAL_KERNEL
GLACLOG;TECHNICAL_KERNEL
GLACLOG;TECHNICAL_KERNEL
GLBATCHERR;TECHNICAL_KERNEL
GLCLFSTAT;TECHNICAL_KERNEL
GLCLFSTAT;TECHNICAL_KERNEL
GLEODTIME;TECHNICAL_KERNEL
GLPRSNLLOG;TECHNICAL_KERNEL
GLPRSNLLST;TECHNICAL_KERNEL
GLPRSNLSEC;TECHNICAL_KERNEL
GLRPDEFSEC;TECHNICAL_KERNEL
GLSCRSEC;TECHNICAL_KERNEL
GLSCRSEC;TECHNICAL_KERNEL
GLSECCLIST;TECHNICAL_KERNEL
GLSWFCNV;Payment_And_Cash_Management
GLSWFCNV;TECHNICAL_KERNEL
GLSWFCNV;TECHNICAL_KERNEL
GLSWMSTS;TECHNICAL_KERNEL
GUDELREPS;TECHNICAL_KERNEL
GUGBATMSEQ;TECHNICAL_KERNEL
GUGBATMSEQ;TECHNICAL_KERNEL
GUGBATMSEQ;TECHNICAL_KERNEL
GUREFER;TECHNICAL_KERNEL
GUSECPPURI;TECHNICAL_KERNEL
GUSECPPURI;TECHNICAL_KERNEL
GUWFLSTA1;TECHNICAL_KERNEL
GUWFLSTA1;TECHNICAL_KERNEL
ILACDLYPL;TECHNICAL_KERNEL
ILACDLYPL;TECHNICAL_KERNEL
ILBOEAGIN2;TECHNICAL_KERNEL
ILBOEAGIN2;TECHNICAL_KERNEL
ILBOEDEP50;TECHNICAL_KERNEL
ILBOEDEP50;TECHNICAL_KERNEL
ILCHKDUP1;TECHNICAL_KERNEL
ILCHKDUP1;TECHNICAL_KERNEL
ILCNFTXT;TECHNICAL_KERNEL
ILCTPPHO;TECHNICAL_KERNEL
ILCTPPHO;TECHNICAL_KERNEL
ILDLLCRED;TECHNICAL_KERNEL
ILDLLCRED;TECHNICAL_KERNEL
ILDLLIOPTS;TECHNICAL_KERNEL
ILDLLIOPTS;TECHNICAL_KERNEL
ILDOCTCOM;TECHNICAL_KERNEL
ILDOCTCOM;TECHNICAL_KERNEL
ILFRAIN;TECHNICAL_KERNEL
ILHMC;TECHNICAL_KERNEL
ILISIMAUT;TECHNICAL_KERNEL
ILISIMAUT;TECHNICAL_KERNEL
ILLDICHK;TECHNICAL_KERNEL
ILLNG;TECHNICAL_KERNEL
ILMKGDBBMB;TECHNICAL_KERNEL
ILMKGDBBMB;TECHNICAL_KERNEL
ILOUTINVMA;TECHNICAL_KERNEL
ILOUTINVMA;TECHNICAL_KERNEL
ILOUTINVSU;TECHNICAL_KERNEL
ILOUTINVSU;TECHNICAL_KERNEL
ILOUTMATLD;TECHNICAL_KERNEL
ILOUTMATLD;TECHNICAL_KERNEL
ILPYISTINT;TECHNICAL_KERNEL
ILRCCNF;TECHNICAL_KERNEL
ILRCCNF;TECHNICAL_KERNEL
ILSHNABSNT;TECHNICAL_KERNEL
ILTKOIFFDO;TECHNICAL_KERNEL
ILWARDTEDC;TECHNICAL_KERNEL
IUAUTOSCAN;TECHNICAL_KERNEL
IUAUTOSCAN;TECHNICAL_KERNEL
IUCLNCNF;TECHNICAL_KERNEL
IUCLNINT;TECHNICAL_KERNEL
IUCLNUPBD;TECHNICAL_KERNEL
IUCUTOFTIM;TECHNICAL_KERNEL
IUCUTOFTIM;TECHNICAL_KERNEL
IUERRIPU;TECHNICAL_KERNEL
IUERRIPU;TECHNICAL_KERNEL
IUFDSIMP;TECHNICAL_KERNEL
IUFDSIMPOS;TECHNICAL_KERNEL
IUFDSIMPRO;TECHNICAL_KERNEL
IULDITXTO;TECHNICAL_KERNEL
IULDITXTO;TECHNICAL_KERNEL
IUPDSIMP;TECHNICAL_KERNEL
IUPDSIMP;TECHNICAL_KERNEL
IUUPDPFCFR;TECHNICAL_KERNEL
IUUPDPFCFR;TECHNICAL_KERNEL
IUUPDPFCIR;TECHNICAL_KERNEL
IUUPDPFCIR;TECHNICAL_KERNEL
LLALPHA1;TECHNICAL_KERNEL
LLALPHA1;TECHNICAL_KERNEL
LLBROS;TECHNICAL_KERNEL
LLCBNM;TECHNICAL_KERNEL
LLCCYAUT;TECHNICAL_KERNEL
LLCCYAUT;TECHNICAL_KERNEL
LLCCYCRY;TECHNICAL_KERNEL
LLCHKRISAC;TECHNICAL_KERNEL
LLCHKRISAC;TECHNICAL_KERNEL
LLCITY;TECHNICAL_KERNEL
LLCPCUS;TECHNICAL_KERNEL
LLCPCUS;TECHNICAL_KERNEL
LLCRYAUT;TECHNICAL_KERNEL
LLCRYAUT;TECHNICAL_KERNEL
LLCRYCCY;TECHNICAL_KERNEL
LLCTPAUT;TECHNICAL_KERNEL
LLCTPAUT;TECHNICAL_KERNEL
LLCTPECO;TECHNICAL_KERNEL
LLCTPLST;TECHNICAL_KERNEL
LLCTPLST;TECHNICAL_KERNEL
LLCTPRCN;TECHNICAL_KERNEL
LLCTPTRSTU;TECHNICAL_KERNEL
LLCTPTRSTU;TECHNICAL_KERNEL
LLCURRENCY;TECHNICAL_KERNEL
LLDLLCTPTY;TECHNICAL_KERNEL
LLDLLCTPTY;TECHNICAL_KERNEL
LLDLLLCRYS;TECHNICAL_KERNEL
LLDLLLCRYS;TECHNICAL_KERNEL
LLDLLLCTSO;TECHNICAL_KERNEL
LLDLLLCTSO;TECHNICAL_KERNEL
LLFULLNAME;TECHNICAL_KERNEL
LLPERSAUT;TECHNICAL_KERNEL
LLPERSAUT;TECHNICAL_KERNEL
LLPERSON01;TECHNICAL_KERNEL
LLPERSON02;TECHNICAL_KERNEL
LLPERSON03;TECHNICAL_KERNEL
LLPRDDIC01;TECHNICAL_KERNEL
LLPRDDIC01;TECHNICAL_KERNEL
LLPRDDIC02;TECHNICAL_KERNEL
LLPRDDIC02;TECHNICAL_KERNEL
LLSTOCK1;TECHNICAL_KERNEL
LLSTOCK1;TECHNICAL_KERNEL
LRCEM;Finance
LUCACZ;TECHNICAL_KERNEL
LUDLYLGRDO;TECHNICAL_KERNEL
LUGRID1;TECHNICAL_KERNEL
LULDRISPRC;TECHNICAL_KERNEL
LULDRISPRC;TECHNICAL_KERNEL
LULOADFAM;TECHNICAL_KERNEL
LURISCRE;TECHNICAL_KERNEL
LURISCRE;TECHNICAL_KERNEL
MLPTACC;TECHNICAL_KERNEL
MLPTACC;TECHNICAL_KERNEL
MLPTCTP;TECHNICAL_KERNEL
MLPTCTP;TECHNICAL_KERNEL
MLPTEXC;TECHNICAL_KERNEL
MLPTEXC;TECHNICAL_KERNEL
MLPTSEC;TECHNICAL_KERNEL
MLPTSEC;TECHNICAL_KERNEL
MWTEST9;TECHNICAL_KERNEL
MWTEST9;TECHNICAL_KERNEL
RLCHQCOL;TECHNICAL_KERNEL
RLCHQCOL;TECHNICAL_KERNEL
RUCOLCOV;TECHNICAL_KERNEL
TLDLDWH;TECHNICAL_KERNEL
XFXCM;Finance
XGACM;Finance
XGACS;Finance
XGACS;Finance
XGBRM;Finance
XGBUM;Finance
XGCAS;Finance
XGDCS;Finance
XGDSM;Finance
XGEFM;Finance
XGEFS;Finance
XGEFS;Finance
XGMCM;Finance
XGMCS;Finance
XGPAM;Finance
XGPAS;Finance
XGPMM;Finance
XGSAM;Finance
XGSAS;Finance
XHVBM;Finance
XLACCRLIST;TECHNICAL_KERNEL
XLBALANCE;TECHNICAL_KERNEL
XLBALANCE;TECHNICAL_KERNEL
XLBALOPITM;TECHNICAL_KERNEL
XLBUDLIST;TECHNICAL_KERNEL
XLBUDLIST;TECHNICAL_KERNEL
XLCREBIG;TECHNICAL_KERNEL
XLCREBIG;TECHNICAL_KERNEL
XLCREBIGMU;TECHNICAL_KERNEL
XLCREBIGMU;TECHNICAL_KERNEL
XLDLLCHQ;TECHNICAL_KERNEL
XLDLLCHQ;TECHNICAL_KERNEL
XLDLLGEX;TECHNICAL_KERNEL
XLDLLGEX;TECHNICAL_KERNEL
XLDLLGXDAT;TECHNICAL_KERNEL
XLDLLGXDAT;TECHNICAL_KERNEL
XLEXPFLIST;TECHNICAL_KERNEL
XLEXPFLIST;TECHNICAL_KERNEL
XLFXDEPPRO;TECHNICAL_KERNEL
XLGEXAUT;TECHNICAL_KERNEL
XLGEXAUT;TECHNICAL_KERNEL
XLGEXINT;TECHNICAL_KERNEL
XLGEXINT;TECHNICAL_KERNEL
XLINVCLIST;TECHNICAL_KERNEL
XLINVCLIST;TECHNICAL_KERNEL
XLMISCEOD;TECHNICAL_KERNEL
XLMISCLIST;TECHNICAL_KERNEL
XLMISCLIST;TECHNICAL_KERNEL
XLPAYMDUE;TECHNICAL_KERNEL
XLPAYMDUE;TECHNICAL_KERNEL
XLPAYMFLG;TECHNICAL_KERNEL
XLPAYMLIST;TECHNICAL_KERNEL
XLPAYMLIST;TECHNICAL_KERNEL
XLPMMBAL;TECHNICAL_KERNEL
XLPMMBAL;TECHNICAL_KERNEL
XLPMMLIST;TECHNICAL_KERNEL
XLPMMLIST;TECHNICAL_KERNEL
XLPREPLIST;TECHNICAL_KERNEL
XLREFMISS;TECHNICAL_KERNEL
XLREFMISS;TECHNICAL_KERNEL
XLRUBLIST;TECHNICAL_KERNEL
XLSALREOD;TECHNICAL_KERNEL
XLSALRLIST;TECHNICAL_KERNEL
XLSALRLIST;TECHNICAL_KERNEL
XLSUMRCE;TECHNICAL_KERNEL
XLSUMRCERB;TECHNICAL_KERNEL
XLSUMROOT;TECHNICAL_KERNEL
XLSUMROT2;TECHNICAL_KERNEL
XLSUMRUB;TECHNICAL_KERNEL
XLSUMRUB;TECHNICAL_KERNEL
XLSUMRUBRC;TECHNICAL_KERNEL
XLSUMRUBRC;TECHNICAL_KERNEL
XLSUPBAL;TECHNICAL_KERNEL
XLSUPBAL;TECHNICAL_KERNEL
XLSUPLIST;TECHNICAL_KERNEL
XLTOTRBRC2;TECHNICAL_KERNEL
XLTOTRBRC2;TECHNICAL_KERNEL
XLTOTRCE;TECHNICAL_KERNEL
XLTOTRCE;TECHNICAL_KERNEL
XLTOTRCERB;TECHNICAL_KERNEL
XLTOTRCERB;TECHNICAL_KERNEL
XLTOTRUB;TECHNICAL_KERNEL
XLTOTRUB;TECHNICAL_KERNEL
XLTOTRUB2;TECHNICAL_KERNEL
XLTOTRUB2;TECHNICAL_KERNEL
XLTOTRUBRC;TECHNICAL_KERNEL
XLTOTRUBRC;TECHNICAL_KERNEL
XLTOTSUP;TECHNICAL_KERNEL
XLTOTSUP;TECHNICAL_KERNEL
XLTOTVAT;TECHNICAL_KERNEL
XLTOTVAT;TECHNICAL_KERNEL
XUCREPAYM;Payment_And_Cash_Management
XUCREPAYM;TECHNICAL_KERNEL
XUCREPAYM;TECHNICAL_KERNEL
XUCREPAYM;TECHNICAL_KERNEL
XUFXCABS;Account_Management
XUFXCABS;TECHNICAL_KERNEL
XUFXCABS;TECHNICAL_KERNEL
XUFXCREDS;TECHNICAL_KERNEL
XUFXCREDS;TECHNICAL_KERNEL
XUGEXBAL;Finance
XUGEXBAL;TECHNICAL_KERNEL
XUGEXRUB;Finance
XUGEXRUB;TECHNICAL_KERNEL
XUGEXRUB;TECHNICAL_KERNEL
XUGEXUPD;Finance
XUGEXUPD;TECHNICAL_KERNEL
XUGEXUPD;TECHNICAL_KERNEL
XULOADCHQL;TECHNICAL_KERNEL
XULOADCHQL;TECHNICAL_KERNEL
XULOADMISC;TECHNICAL_KERNEL
XULOADMISC;TECHNICAL_KERNEL
GR-003REPERRORS;TECHNICAL_KERNEL
ABCLM;Financial_Markets
ALDLLCRSGE;TECHNICAL_KERNEL
ALDLLWBF;TECHNICAL_KERNEL
ALFCM130;TECHNICAL_KERNEL
ALFCM130;TECHNICAL_KERNEL
ALFXDYMVT;TECHNICAL_KERNEL
ALFXDYMVT;TECHNICAL_KERNEL
ALMARCOV;TECHNICAL_KERNEL
ALMARCOV;TECHNICAL_KERNEL
ALRGRPOS;TECHNICAL_KERNEL
ALRGRPOS;TECHNICAL_KERNEL
ALRGRPOS2;TECHNICAL_KERNEL
ALRGRPOS2;TECHNICAL_KERNEL
ALRGRPOS3;TECHNICAL_KERNEL
ALRGRPOS3;TECHNICAL_KERNEL
ALUNUSEDRL;TECHNICAL_KERNEL
ALUNUSEDRL;TECHNICAL_KERNEL
ASELM;Financial_Markets
AUCNVLOC;TECHNICAL_KERNEL
AUCNVLOC;TECHNICAL_KERNEL
AURGRPOS2;Financial_Markets
AURGRPOS2;TECHNICAL_KERNEL
AURGRPOS2;TECHNICAL_KERNEL
AURGRPOS4;Financial_Markets
AURGRPOS4;TECHNICAL_KERNEL
AURGRPOS4;TECHNICAL_KERNEL
BABSM;Financial_Markets
BABSM;Financial_Markets
BABSM;Lending
BASWA;Financial_Markets
BDAUT;Financial_Markets
BDAUT;Lending
BDAUT;Financial_Markets
BDAUT;Financial_Markets
BDL2C;Lending
BDLAX;Financial_Markets
BDLGA;Lending
BDLGA;Financial_Markets
BDLGA;Financial_Markets
BDLGA;Financial_Markets
BDLGX;Financial_Markets
BDLTM;Financial_Markets
BDLTX;Financial_Markets
BICTX;Financial_Markets
BIS2C;Lending
BISPA;Financial_Markets
BISPM;Financial_Markets
BISPX;Financial_Markets
BISSA;Financial_Markets
BISSA;Lending
BISSA;Financial_Markets
BISSA;Financial_Markets
BISSX;Financial_Markets
BLACJUSPOR;TECHNICAL_KERNEL
BLACJUSPOR;TECHNICAL_KERNEL
BLASWSUM;TECHNICAL_KERNEL
BLASWSUM;TECHNICAL_KERNEL
BLBDLINV;TECHNICAL_KERNEL
BLBDLINV;TECHNICAL_KERNEL
BLBDLPOR;TECHNICAL_KERNEL
BLBDLPOR;TECHNICAL_KERNEL
BLBISINV;TECHNICAL_KERNEL
BLBISINV;TECHNICAL_KERNEL
BLBNDDL;TECHNICAL_KERNEL
BLBNDDL;TECHNICAL_KERNEL
BLDEATCK;TECHNICAL_KERNEL
BLDLL;TECHNICAL_KERNEL
BLDLYFWD;TECHNICAL_KERNEL
BLDLYINVPL;TECHNICAL_KERNEL
BLDLYPOS;TECHNICAL_KERNEL
BLDLYTRDPL;TECHNICAL_KERNEL
BLGFIDL;TECHNICAL_KERNEL
BLGFIDL;TECHNICAL_KERNEL
BLMBSLST;TECHNICAL_KERNEL
BLPARSEC;TECHNICAL_KERNEL
BLPARSEC;TECHNICAL_KERNEL
BLPBDEAL;TECHNICAL_KERNEL
BLPBDEAL;TECHNICAL_KERNEL
BLPORRTI;TECHNICAL_KERNEL
BLPORRTI;TECHNICAL_KERNEL
BLWARBO;TECHNICAL_KERNEL
BLWARBO;TECHNICAL_KERNEL
BPOR5;Financial_Markets
BPORM;Lending
BPORM;Financial_Markets
BPORS;Lending
BPORS;Financial_Markets
BPRDA;Financial_Markets
BPRDX;Financial_Markets
BREDA;Lending
BREDA;Financial_Markets
BREDM;Financial_Markets
BREDX;Lending
BREP1;Financial_Markets
BREPM;Financial_Markets
BSPIM;Financial_Markets
BSWCM;Account_Management
BUCHGISIN;Lending
BUCHGISIN;TECHNICAL_KERNEL
BUDELCON;Financial_Markets
BUDELCON;Lending
BUDELCON;Financial_Markets
BUDELCON;Financial_Markets
BUDELCON;Financial_Markets
BUDELCON;Financial_Markets
BUDELCON;TECHNICAL_KERNEL
BUDELLIQ;TECHNICAL_KERNEL
BUDLYABS;Financial_Markets
BUDLYABS;Lending
BUDLYABS;Account_Management
BUDLYABS;Financial_Markets
BUDLYABS;TECHNICAL_KERNEL
BUDLYCLU;TECHNICAL_KERNEL
BUDLYMBS;Financial_Markets
BUDLYMBS;Lending
BUDLYMBS;Account_Management
BUDLYMBS;Financial_Markets
BUDLYMBS;TECHNICAL_KERNEL
BUDLYMBS;TECHNICAL_KERNEL
BUDLYMBSYD;Financial_Markets
BUDLYMBSYD;Lending
BUDLYMBSYD;Account_Management
BUDLYMBSYD;Financial_Markets
BUDLYMBSYD;TECHNICAL_KERNEL
BUDLYMBSYD;TECHNICAL_KERNEL
BUEURACC;Account_Management
BUEURACC;TECHNICAL_KERNEL
BUEURCNV;Financial_Markets
BUEURCNV;TECHNICAL_KERNEL
BUEURCNV;TECHNICAL_KERNEL
BUEURLIQ;TECHNICAL_KERNEL
BUEURLIQ;TECHNICAL_KERNEL
BUEURREC;TECHNICAL_KERNEL
BUINTACC2;TECHNICAL_KERNEL
BUINTACC2;TECHNICAL_KERNEL
BUINTACCR;TECHNICAL_KERNEL
BUINTACCR;TECHNICAL_KERNEL
BUMBSPOOL;Financial_Markets
BUMBSPOOL;TECHNICAL_KERNEL
BUMBSPOOL;TECHNICAL_KERNEL
BUMKSWBAT;Account_Management
BUMKSWBAT;TECHNICAL_KERNEL
BUMKSWBAT;TECHNICAL_KERNEL
BUMKSWIFT;Account_Management
BUMKSWIFT;MDM_Management
BUMKSWIFT;TECHNICAL_KERNEL
BUMKSWIFT;TECHNICAL_KERNEL
BUMLYACRBO;Financial_Markets
BUMLYACRBO;Account_Management
BUMLYACRBO;TECHNICAL_KERNEL
BUMLYACRBO;TECHNICAL_KERNEL
BUMLYMBS;Financial_Markets
BUMLYMBS;Account_Management
BUMLYMBS;TECHNICAL_KERNEL
BUMLYMBS;TECHNICAL_KERNEL
BUMLYTRD;Account_Management
BUMLYTRD;TECHNICAL_KERNEL
BUMLYTRD;TECHNICAL_KERNEL
BUMRGISS;TECHNICAL_KERNEL
BUMRGISS;TECHNICAL_KERNEL
BUPOOLFAC;Lending
BUPOOLFAC;TECHNICAL_KERNEL
BUPRCLOAD;Financial_Markets
BUPRCLOAD;TECHNICAL_KERNEL
BUPRCLOAD;TECHNICAL_KERNEL
BUUPDBDLTO;Financial_Markets
BUUPDBDLTO;TECHNICAL_KERNEL
BUUPDBDLTO;TECHNICAL_KERNEL
BUUPDBNDSN;TECHNICAL_KERNEL
BUUPDBNDSN;TECHNICAL_KERNEL
CCUSC;Financial_Markets
CEXRM;Financial_Markets
CITIC;Financial_Markets
CITIC;Lending
CLAUDCNF;Account_Management
CLAUDCNF;TECHNICAL_KERNEL
CLAUDCNF;TECHNICAL_KERNEL
CLCASHINT;TECHNICAL_KERNEL
CLCASHINT;TECHNICAL_KERNEL
CLEQOPOUT2;TECHNICAL_KERNEL
CLEQOPOUT2;TECHNICAL_KERNEL
CLEXSSPOT;TECHNICAL_KERNEL
CLEXSSPOT;TECHNICAL_KERNEL
CLEXSSPOT2;TECHNICAL_KERNEL
CLEXSSPOT2;TECHNICAL_KERNEL
CLMTBNKPFY;TECHNICAL_KERNEL
CLMTBNKPFY;TECHNICAL_KERNEL
CLMTCUSPF2;TECHNICAL_KERNEL
CLMTCUSPF2;TECHNICAL_KERNEL
CLMTCUSPFY;TECHNICAL_KERNEL
CLMTCUSPFY;TECHNICAL_KERNEL
CLMTDEALS;TECHNICAL_KERNEL
CLMTDEALS;TECHNICAL_KERNEL
CLMTDEANEW;TECHNICAL_KERNEL
CLMTEXECUT;TECHNICAL_KERNEL
CLMTPORTFL;TECHNICAL_KERNEL
CLMTPORTFL;TECHNICAL_KERNEL
CLMTWARMAT;TECHNICAL_KERNEL
CLPBAUM;TECHNICAL_KERNEL
CLPRIBNK;TECHNICAL_KERNEL
CLPRIBNK;TECHNICAL_KERNEL
CLPRIBNK2;TECHNICAL_KERNEL
CLPRIBNK2;TECHNICAL_KERNEL
CLPRIBNK3;TECHNICAL_KERNEL
CLPRIBNK3;TECHNICAL_KERNEL
CLRCPV6;TECHNICAL_KERNEL
CLRCPV6;TECHNICAL_KERNEL
CLSHRFEE;TECHNICAL_KERNEL
CLSHRMAS;TECHNICAL_KERNEL
CLSHRMAS;TECHNICAL_KERNEL
CLSHRPORTF;TECHNICAL_KERNEL
CLSHRPORTF;TECHNICAL_KERNEL
CLSHRPROF;TECHNICAL_KERNEL
CLSHRPROF;TECHNICAL_KERNEL
CLSHRPROLO;TECHNICAL_KERNEL
CLSHRPROLO;TECHNICAL_KERNEL
CLSHRVOL;TECHNICAL_KERNEL
CLSHRVOL;TECHNICAL_KERNEL
CLSYNSUB;TECHNICAL_KERNEL
CLYRLYTAX;TECHNICAL_KERNEL
CLYRLYTAX;TECHNICAL_KERNEL
CMTHE;Lending
CMTHE;Financial_Markets
CMTTC;Lending
CMTTC;Financial_Markets
COTIC;Financial_Markets
COTIC;Lending
CPBCC;UNUSED
CPBPM;UNUSED
CPIIC;Lending
CPYIA;Financial_Markets
CPYIA;Lending
CPYIC;Financial_Markets
CPYIC;Lending
CRCIC;Financial_Markets
CRCIC;Lending
CROIA;Lending
CROIC;Financial_Markets
CROIC;Lending
CSHAA;UNUSED
CSHAA;Lending
CSHAA;UNUSED
CSHCS;UNUSED
CSHMA;UNUSED
CSHMA;Lending
CSHOA;Lending
CSHOA;UNUSED
CSHRA;UNUSED
CSHSC;UNUSED
CSHTA;UNUSED
CSHTM;UNUSED
CUCEXRO;Financial_Markets
CUCEXRO;TECHNICAL_KERNEL
CUDLYSHROP;Account_Management
CUDLYSHROP;TECHNICAL_KERNEL
CUDLYSHRTR;UNUSED
CUDLYSHRTR;Account_Management
CUDLYSHRTR;TECHNICAL_KERNEL
CUIFLTRTE;Lending
CUIFLTRTE;TECHNICAL_KERNEL
CUIFLTRTE;TECHNICAL_KERNEL
CULOADCBFM;TECHNICAL_KERNEL
CUMTCLOSE;Lending
CUMTCLOSE;Financial_Markets
CUMTCLOSE;TECHNICAL_KERNEL
CUPBPORTF;UNUSED
CUPBPORTF;TECHNICAL_KERNEL
CUPBVALUE;TECHNICAL_KERNEL
CUPBVALUE;TECHNICAL_KERNEL
CUREUTIMP;TECHNICAL_KERNEL
CUREUTIMP;TECHNICAL_KERNEL
CURTRFACCH;TECHNICAL_KERNEL
CURTRFACCH;TECHNICAL_KERNEL
CURXMRECON;TECHNICAL_KERNEL
CURXMRECON;TECHNICAL_KERNEL
CUSHRDVD;Account_Management
CUSHRDVD;TECHNICAL_KERNEL
CUSHRDVD;TECHNICAL_KERNEL
CUSHRLOG;TECHNICAL_KERNEL
CUSHRPRCLD;UNUSED
CUSHRPRCLD;TECHNICAL_KERNEL
CUSHRPRCLD;TECHNICAL_KERNEL
CUSHRRESTR;Lending
CUSHRRESTR;UNUSED
CUSHRRESTR;TECHNICAL_KERNEL
CUSHRRESTR;TECHNICAL_KERNEL
IBTF5;TECHNICAL_KERNEL
IBTI5;TECHNICAL_KERNEL
IBVD1;Financial_Markets
ICPDC;UNUSED
ICPIC;Financial_Markets
ICPIC;UNUSED
IERB5;Financial_Markets
IFCP1;Financial_Markets
IFCTC;Financial_Markets
IFERS;Financial_Markets
IFFC1;Financial_Markets
IFFT1;Financial_Markets
IFIRC;Financial_Markets
IGFRC;Lending
IGFXC;Lending
IGIRC;Lending
IGOPC;Lending
IIFFS;UNUSED
IIFFS;Financial_Markets
IIFFS;TECHNICAL_KERNEL
IIFRA;UNUSED
IIFRA;Financial_Markets
IIFRA;TECHNICAL_KERNEL
IIFXS;UNUSED
IIFXS;TECHNICAL_KERNEL
IIFXS;Financial_Markets
IIIR5;UNUSED
IILDA;UNUSED
IILDA;Financial_Markets
IILDM;UNUSED
IILDM;Financial_Markets
IIPH5;TECHNICAL_KERNEL
IITEC;Financial_Markets
ILAUDITLON;TECHNICAL_KERNEL
ILAUDITLON;TECHNICAL_KERNEL
ILBGEFOREX;TECHNICAL_KERNEL
ILBGEFOREX;TECHNICAL_KERNEL
ILBGEFRA;TECHNICAL_KERNEL
ILBGEFRA;TECHNICAL_KERNEL
ILBGEIRCS;TECHNICAL_KERNEL
ILBGEIRCS;TECHNICAL_KERNEL
ILBGEIRF;TECHNICAL_KERNEL
ILBGEIRF;TECHNICAL_KERNEL
ILBGELOADE;TECHNICAL_KERNEL
ILBGELOADE;TECHNICAL_KERNEL
ILBGEVDL;TECHNICAL_KERNEL
ILBGEVOL;TECHNICAL_KERNEL
ILCNFDCSTB;TECHNICAL_KERNEL
ILCNFFRA;TECHNICAL_KERNEL
ILCNFFRA;TECHNICAL_KERNEL
ILCNFFRA;TECHNICAL_KERNEL
ILCNFIRS;TECHNICAL_KERNEL
ILCNFIRS;TECHNICAL_KERNEL
ILCNFIRS;TECHNICAL_KERNEL
ILCNFLDFX;TECHNICAL_KERNEL
ILCNFLDFX;TECHNICAL_KERNEL
ILCNFLDFX;TECHNICAL_KERNEL
ILCNFMAN;TECHNICAL_KERNEL
ILCNFMAN;TECHNICAL_KERNEL
ILCNFMAN;TECHNICAL_KERNEL
ILCNFOPT;TECHNICAL_KERNEL
ILCNFOPT;TECHNICAL_KERNEL
ILCNFOPT;TECHNICAL_KERNEL
ILCOMPBTS;TECHNICAL_KERNEL
ILCOMPBTS;TECHNICAL_KERNEL
ILCOMWARFR;TECHNICAL_KERNEL
ILCOMWARFX;TECHNICAL_KERNEL
ILCOMWARIR;TECHNICAL_KERNEL
ILCOMWARIR;TECHNICAL_KERNEL
ILCOMWARLD;TECHNICAL_KERNEL
ILCONSELFR;TECHNICAL_KERNEL
ILCONSELFR;TECHNICAL_KERNEL
ILCONSELFX;TECHNICAL_KERNEL
ILCONSELLD;TECHNICAL_KERNEL
ILCONSLIRS;TECHNICAL_KERNEL
ILCONSLLD2;TECHNICAL_KERNEL
ILCONSLLD2;TECHNICAL_KERNEL
ILCTMFX;TECHNICAL_KERNEL
ILCTMFX;TECHNICAL_KERNEL
ILCTMMM;TECHNICAL_KERNEL
ILCTMMM;TECHNICAL_KERNEL
ILDAYMVTFR;TECHNICAL_KERNEL
ILDAYMVTFR;TECHNICAL_KERNEL
ILDAYMVTFX;TECHNICAL_KERNEL
ILDAYMVTFX;TECHNICAL_KERNEL
ILDAYMVTIR;TECHNICAL_KERNEL
ILDAYMVTIR;TECHNICAL_KERNEL
ILDAYMVTLD;TECHNICAL_KERNEL
ILDAYMVTLD;TECHNICAL_KERNEL
ILDAYMVTOP;TECHNICAL_KERNEL
ILDAYMVTOP;TECHNICAL_KERNEL
ILDEALNUM;TECHNICAL_KERNEL
ILDEALNUM;TECHNICAL_KERNEL
ILDEALPMAT;TECHNICAL_KERNEL
ILDEALPMAT;TECHNICAL_KERNEL
ILDEALTICK;TECHNICAL_KERNEL
ILDLCTP;TECHNICAL_KERNEL
ILDLLMIS1;TECHNICAL_KERNEL
ILDLLSTPMT;TECHNICAL_KERNEL
ILDLLSTPMT;TECHNICAL_KERNEL
ILDLYACCF3;TECHNICAL_KERNEL
ILDLYACCF3;TECHNICAL_KERNEL
ILDLYACCFX;TECHNICAL_KERNEL
ILDLYACCFX;TECHNICAL_KERNEL
ILDLYACCIR;TECHNICAL_KERNEL
ILDLYACCIR;TECHNICAL_KERNEL
ILDLYACCL3;TECHNICAL_KERNEL
ILDLYACCL3;TECHNICAL_KERNEL
ILDLYACCLD;TECHNICAL_KERNEL
